,song,album,artist,popularity,track_id,track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
228,Addicted To Love - Edit,'80s Pop Number 1's,Various Artists,17,5mvxute86hgMQygcxS7BZb,False,0.66,0.766,2,-6.7,1,0.0376,0.253,2.56e-06,0.0312,0.966,111.475,audio_features,5mvxute86hgMQygcxS7BZb,spotify:track:5mvxute86hgMQygcxS7BZb,https://api.spotify.com/v1/tracks/5mvxute86hgMQygcxS7BZb,https://api.spotify.com/v1/audio-analysis/5mvxute86hgMQygcxS7BZb,240933,4
229,Addicted To Love,I Heart 80s,Various Artists,17,6X82wnyANGY5dEcTOk6alQ,False,0.694,0.696,2,-9.262,1,0.0317,0.372,4.2e-06,0.0975,0.973,111.556,audio_features,6X82wnyANGY5dEcTOk6alQ,spotify:track:6X82wnyANGY5dEcTOk6alQ,https://api.spotify.com/v1/tracks/6X82wnyANGY5dEcTOk6alQ,https://api.spotify.com/v1/audio-analysis/6X82wnyANGY5dEcTOk6alQ,359147,4
230,West End Girls - 2001 Remaster,Please,Pet Shop Boys,68,2yzPBlE5UXK2sqvnNM9QQ0,False,0.651,0.949,4,-6.566,0,0.0403,0.00737,0.125,0.286,0.61,113.257,audio_features,2yzPBlE5UXK2sqvnNM9QQ0,spotify:track:2yzPBlE5UXK2sqvnNM9QQ0,https://api.spotify.com/v1/tracks/2yzPBlE5UXK2sqvnNM9QQ0,https://api.spotify.com/v1/audio-analysis/2yzPBlE5UXK2sqvnNM9QQ0,285733,4
231,West End Girls,Electrospective: Electronic Music Since 1958,Various Artists,44,4koGF4vd2AV8pF7R3TVBVq,False,0.622,0.952,4,-6.821,0,0.0436,0.0434,0.0107,0.297,0.598,113.244,audio_features,4koGF4vd2AV8pF7R3TVBVq,spotify:track:4koGF4vd2AV8pF7R3TVBVq,https://api.spotify.com/v1/tracks/4koGF4vd2AV8pF7R3TVBVq,https://api.spotify.com/v1/audio-analysis/4koGF4vd2AV8pF7R3TVBVq,240453,4
232,West End Girls - 2018 Remaster,Please: Further Listening 1984 - 1986 (2018 Remaster),Pet Shop Boys,46,2Di0qFNb7ATroCGB3q0Ka7,False,0.656,0.914,4,-7.471,0,0.0394,0.000943,0.0628,0.159,0.576,113.259,audio_features,2Di0qFNb7ATroCGB3q0Ka7,spotify:track:2Di0qFNb7ATroCGB3q0Ka7,https://api.spotify.com/v1/tracks/2Di0qFNb7ATroCGB3q0Ka7,https://api.spotify.com/v1/audio-analysis/2Di0qFNb7ATroCGB3q0Ka7,285907,4
233,West End Girls - 2001 Remaster,PopArt: The Hits,Pet Shop Boys,33,3aQ06wb25CWisjA91kqgB4,False,0.648,0.947,4,-6.617,0,0.0369,0.0114,0.0567,0.105,0.602,113.255,audio_features,3aQ06wb25CWisjA91kqgB4,spotify:track:3aQ06wb25CWisjA91kqgB4,https://api.spotify.com/v1/tracks/3aQ06wb25CWisjA91kqgB4,https://api.spotify.com/v1/audio-analysis/3aQ06wb25CWisjA91kqgB4,245360,4
234,West End girls - New lockdown version,Cricket wife,Pet Shop Boys,42,1MxTG2ZSN9bGK4otJBu7vd,False,0.816,0.67,6,-6.993,0,0.0796,0.133,0.569,0.0775,0.421,117.041,audio_features,1MxTG2ZSN9bGK4otJBu7vd,spotify:track:1MxTG2ZSN9bGK4otJBu7vd,https://api.spotify.com/v1/tracks/1MxTG2ZSN9bGK4otJBu7vd,https://api.spotify.com/v1/audio-analysis/1MxTG2ZSN9bGK4otJBu7vd,190187,4
235,West End Girls - Disco Mix,Disco,Pet Shop Boys,37,56JlUxlgZS1ZFgjopdgdBt,False,0.744,0.76,4,-14.815,0,0.0466,0.048,0.627,0.0502,0.948,112.37,audio_features,56JlUxlgZS1ZFgjopdgdBt,spotify:track:56JlUxlgZS1ZFgjopdgdBt,https://api.spotify.com/v1/tracks/56JlUxlgZS1ZFgjopdgdBt,https://api.spotify.com/v1/audio-analysis/56JlUxlgZS1ZFgjopdgdBt,543507,4
236,West End Girls - Dance Mix; 2018 Remaster,Please: Further Listening 1984 - 1986 (2018 Remaster),Pet Shop Boys,28,6AvL8uyGLjJ12axQOej5UL,False,0.796,0.931,2,-4.22,1,0.0521,0.0349,0.391,0.0105,0.806,112.347,audio_features,6AvL8uyGLjJ12axQOej5UL,spotify:track:6AvL8uyGLjJ12axQOej5UL,https://api.spotify.com/v1/tracks/6AvL8uyGLjJ12axQOej5UL,https://api.spotify.com/v1/audio-analysis/6AvL8uyGLjJ12axQOej5UL,399347,4
237,West End Girls - Original Bobby Orlando Single Mix,West End Girls,Pet Shop Boys,25,41wEoPm4kP78r0nQp2gmy7,False,0.85,0.647,4,-8.443,0,0.0725,0.119,0.0854,0.114,0.961,120.858,audio_features,41wEoPm4kP78r0nQp2gmy7,spotify:track:41wEoPm4kP78r0nQp2gmy7,https://api.spotify.com/v1/tracks/41wEoPm4kP78r0nQp2gmy7,https://api.spotify.com/v1/audio-analysis/41wEoPm4kP78r0nQp2gmy7,203507,4
238,West End Girls - Dance Mix,Essential Pet Shop Boys,Pet Shop Boys,13,68dVucauDMT1iSfZe3jorq,False,0.765,0.977,4,-5.198,0,0.0458,0.0678,0.404,0.053,0.581,115.082,audio_features,68dVucauDMT1iSfZe3jorq,spotify:track:68dVucauDMT1iSfZe3jorq,https://api.spotify.com/v1/tracks/68dVucauDMT1iSfZe3jorq,https://api.spotify.com/v1/audio-analysis/68dVucauDMT1iSfZe3jorq,389400,4
239,West End Girls - Grum Remix,Together,Pet Shop Boys,21,1o7cFXvIpaaQT1FUmjjILg,False,0.71,0.702,9,-7.768,1,0.0349,0.00156,0.396,0.0685,0.811,123.024,audio_features,1o7cFXvIpaaQT1FUmjjILg,spotify:track:1o7cFXvIpaaQT1FUmjjILg,https://api.spotify.com/v1/tracks/1o7cFXvIpaaQT1FUmjjILg,https://api.spotify.com/v1/audio-analysis/1o7cFXvIpaaQT1FUmjjILg,333867,4
240,"West End Girls - Live at the O2 Arena, London - 21 December 2009","Pandemonium (Live at the O2 Arena, London - 21 December 2009)",Pet Shop Boys,30,4nKfwUyunCQQEp0ljZ2H0I,False,0.662,0.963,2,-5.091,1,0.0468,0.0246,0.00185,0.941,0.552,113.251,audio_features,4nKfwUyunCQQEp0ljZ2H0I,spotify:track:4nKfwUyunCQQEp0ljZ2H0I,https://api.spotify.com/v1/tracks/4nKfwUyunCQQEp0ljZ2H0I,https://api.spotify.com/v1/audio-analysis/4nKfwUyunCQQEp0ljZ2H0I,314733,4
241,West End Girls - Original Bobby Orlando Mix,West End Girls,Pet Shop Boys,16,2e3KfovB0nb3ruwJaLtKhk,False,0.786,0.765,4,-8.617,0,0.0501,0.0441,0.0195,0.0941,0.845,121.722,audio_features,2e3KfovB0nb3ruwJaLtKhk,spotify:track:2e3KfovB0nb3ruwJaLtKhk,https://api.spotify.com/v1/tracks/2e3KfovB0nb3ruwJaLtKhk,https://api.spotify.com/v1/audio-analysis/2e3KfovB0nb3ruwJaLtKhk,302867,4
242,"West End Girls - Live at The Royal Opera House, 2018","Inner Sanctum (Live at the Royal Opera House, 2018)",Pet Shop Boys,23,1lufuhFskYFLL2d6LDc9JW,False,0.665,0.972,9,-6.005,1,0.0827,0.0231,0.0206,0.947,0.215,113.207,audio_features,1lufuhFskYFLL2d6LDc9JW,spotify:track:1lufuhFskYFLL2d6LDc9JW,https://api.spotify.com/v1/tracks/1lufuhFskYFLL2d6LDc9JW,https://api.spotify.com/v1/audio-analysis/1lufuhFskYFLL2d6LDc9JW,310079,4
243,Holding Back the Years - 2008 Remaster,Picture Book (Expanded Version),Simply Red,67,1yg7fwwYmx9DQ2TdXUmfpJ,False,0.707,0.514,9,-8.885,0,0.0281,0.58,0.000159,0.0953,0.524,86.035,audio_features,1yg7fwwYmx9DQ2TdXUmfpJ,spotify:track:1yg7fwwYmx9DQ2TdXUmfpJ,https://api.spotify.com/v1/tracks/1yg7fwwYmx9DQ2TdXUmfpJ,https://api.spotify.com/v1/audio-analysis/1yg7fwwYmx9DQ2TdXUmfpJ,269840,4
244,Holding Back the Years,Seven Wonders - 80's Miracles,Various Artists,0,7ob0udzI4nSxGFVUXq677R,False,0.71,0.514,9,-8.885,0,0.0278,0.58,0.000159,0.0953,0.517,86.02,audio_features,7ob0udzI4nSxGFVUXq677R,spotify:track:7ob0udzI4nSxGFVUXq677R,https://api.spotify.com/v1/tracks/7ob0udzI4nSxGFVUXq677R,https://api.spotify.com/v1/audio-analysis/7ob0udzI4nSxGFVUXq677R,269840,4
245,Holding Back The Years,Songs Of Love,Simply Red,42,2mLaHqXZIxyoX0EE1I0pMT,False,0.698,0.499,10,-7.878,0,0.0252,0.651,5.29e-06,0.204,0.644,87.159,audio_features,2mLaHqXZIxyoX0EE1I0pMT,spotify:track:2mLaHqXZIxyoX0EE1I0pMT,https://api.spotify.com/v1/tracks/2mLaHqXZIxyoX0EE1I0pMT,https://api.spotify.com/v1/audio-analysis/2mLaHqXZIxyoX0EE1I0pMT,252293,4
246,Holding Back the Years,Picture Book,Simply Red,35,0rfjkUk2KGZsOhDAhFbZtw,False,0.673,0.507,9,-9.882,0,0.0293,0.47,0.000205,0.128,0.574,86.105,audio_features,0rfjkUk2KGZsOhDAhFbZtw,spotify:track:0rfjkUk2KGZsOhDAhFbZtw,https://api.spotify.com/v1/tracks/0rfjkUk2KGZsOhDAhFbZtw,https://api.spotify.com/v1/audio-analysis/0rfjkUk2KGZsOhDAhFbZtw,266333,4
247,Holding Back the Years - Extended Single Mix; 2008 Remaster,Picture Book (Expanded Version),Simply Red,40,0S9ldLnfkEenj9oSzrfepT,False,0.703,0.45,9,-11.634,0,0.0266,0.716,0.00221,0.232,0.61,86.214,audio_features,0S9ldLnfkEenj9oSzrfepT,spotify:track:0S9ldLnfkEenj9oSzrfepT,https://api.spotify.com/v1/tracks/0S9ldLnfkEenj9oSzrfepT,https://api.spotify.com/v1/audio-analysis/0S9ldLnfkEenj9oSzrfepT,340267,4
248,Holding Back the Years - Live at Sydney Opera House,Farewell: Live in Concert at Sydney Opera House,Simply Red,39,6PYneobcmWriSCAHZia2pT,False,0.44,0.667,9,-7.474,0,0.0451,0.358,0.0,0.921,0.649,180.211,audio_features,6PYneobcmWriSCAHZia2pT,spotify:track:6PYneobcmWriSCAHZia2pT,https://api.spotify.com/v1/tracks/6PYneobcmWriSCAHZia2pT,https://api.spotify.com/v1/audio-analysis/6PYneobcmWriSCAHZia2pT,284745,4
249,"Holding Back the Years - Live at Ziggo Dome, Amsterdam","Symphonica in Rosso (Live at Ziggo Dome, Amsterdam)",Simply Red,30,6bwiYl3YQOzxzyijNEopIZ,False,0.31,0.698,7,-6.531,1,0.0388,0.0119,8.24e-06,0.985,0.506,179.853,audio_features,6bwiYl3YQOzxzyijNEopIZ,spotify:track:6bwiYl3YQOzxzyijNEopIZ,https://api.spotify.com/v1/tracks/6bwiYl3YQOzxzyijNEopIZ,https://api.spotify.com/v1/audio-analysis/6bwiYl3YQOzxzyijNEopIZ,287573,3
250,Holding Back the Years - Live at the Royal Albert Hall,Stay: Live at the Royal Albert Hall,Simply Red,23,6UgNvvIfgAMd7DOFRXQcPZ,False,0.67,0.764,9,-9.074,0,0.0346,0.388,0.0075,0.977,0.614,90.024,audio_features,6UgNvvIfgAMd7DOFRXQcPZ,spotify:track:6UgNvvIfgAMd7DOFRXQcPZ,https://api.spotify.com/v1/tracks/6UgNvvIfgAMd7DOFRXQcPZ,https://api.spotify.com/v1/audio-analysis/6UgNvvIfgAMd7DOFRXQcPZ,291124,4
251,Sledgehammer - 2012 Remaster,So (25th Anniversary Deluxe Edition),Peter Gabriel,56,4AUS8KNz7zX8XFu9L38GT0,False,0.641,0.682,8,-7.561,1,0.0392,0.044,0.0,0.0394,0.468,96.319,audio_features,4AUS8KNz7zX8XFu9L38GT0,spotify:track:4AUS8KNz7zX8XFu9L38GT0,https://api.spotify.com/v1/tracks/4AUS8KNz7zX8XFu9L38GT0,https://api.spotify.com/v1/audio-analysis/4AUS8KNz7zX8XFu9L38GT0,311986,4
252,Sledgehammer,Shaking The Tree: 16 Golden Greats (Remastered),Peter Gabriel,42,3wLZ69kr5J2sb934Kpv02c,False,0.65,0.62,8,-8.146,1,0.0293,0.0351,0.0,0.153,0.626,96.392,audio_features,3wLZ69kr5J2sb934Kpv02c,spotify:track:3wLZ69kr5J2sb934Kpv02c,https://api.spotify.com/v1/tracks/3wLZ69kr5J2sb934Kpv02c,https://api.spotify.com/v1/audio-analysis/3wLZ69kr5J2sb934Kpv02c,295653,4
253,Sledgehammer - 2012 Remaster,So (2012 Remastered),Peter Gabriel,27,5dMaenJNgv1PPp8tSV3PN1,False,0.641,0.682,8,-7.561,1,0.0392,0.044,0.0,0.0394,0.468,96.319,audio_features,5dMaenJNgv1PPp8tSV3PN1,spotify:track:5dMaenJNgv1PPp8tSV3PN1,https://api.spotify.com/v1/tracks/5dMaenJNgv1PPp8tSV3PN1,https://api.spotify.com/v1/audio-analysis/5dMaenJNgv1PPp8tSV3PN1,311986,4
254,Sledgehammer - Live,¡Released! The Human Rights Concerts - Human Rights Now! (Live),Various Artists,22,1WCC6dsdNDjz9jhijf0n3c,False,0.402,0.94,3,-4.362,0,0.0852,0.00583,0.00472,0.976,0.218,98.264,audio_features,1WCC6dsdNDjz9jhijf0n3c,spotify:track:1WCC6dsdNDjz9jhijf0n3c,https://api.spotify.com/v1/tracks/1WCC6dsdNDjz9jhijf0n3c,https://api.spotify.com/v1/audio-analysis/1WCC6dsdNDjz9jhijf0n3c,300730,4
255,Sledgehammer - Live,¡Released! The Human Rights Concerts - A Conspiracy Of Hope (Live From New Jersey/1986),Various Artists,21,1bV0MQHy9iO1QoEMQpWIiC,False,0.426,0.871,8,-3.847,1,0.05,0.0181,0.000152,0.961,0.46,95.536,audio_features,1bV0MQHy9iO1QoEMQpWIiC,spotify:track:1bV0MQHy9iO1QoEMQpWIiC,https://api.spotify.com/v1/tracks/1bV0MQHy9iO1QoEMQpWIiC,https://api.spotify.com/v1/audio-analysis/1bV0MQHy9iO1QoEMQpWIiC,296368,4
256,Venus,At Home,Shocking Blue,65,0Z3xhSOhrawLV81YdiDiiJ,False,0.691,0.762,11,-6.47,0,0.0367,0.462,0.0286,0.0804,0.957,128.111,audio_features,0Z3xhSOhrawLV81YdiDiiJ,spotify:track:0Z3xhSOhrawLV81YdiDiiJ,https://api.spotify.com/v1/tracks/0Z3xhSOhrawLV81YdiDiiJ,https://api.spotify.com/v1/audio-analysis/0Z3xhSOhrawLV81YdiDiiJ,187533,4
257,When I Think Of You,Control,Janet Jackson,51,3mJ6pNcFM2CkykCYSREdKT,False,0.759,0.639,9,-11.386,1,0.0425,0.084,0.0331,0.0518,0.706,116.207,audio_features,3mJ6pNcFM2CkykCYSREdKT,spotify:track:3mJ6pNcFM2CkykCYSREdKT,https://api.spotify.com/v1/tracks/3mJ6pNcFM2CkykCYSREdKT,https://api.spotify.com/v1/audio-analysis/3mJ6pNcFM2CkykCYSREdKT,235493,4
258,When I Think Of You,Best Of Number Ones,Janet Jackson,26,2Xf4J1VTANiiqLUNm1zzIt,False,0.74,0.853,6,-5.958,0,0.0377,0.0277,0.0303,0.105,0.596,116.166,audio_features,2Xf4J1VTANiiqLUNm1zzIt,spotify:track:2Xf4J1VTANiiqLUNm1zzIt,https://api.spotify.com/v1/tracks/2Xf4J1VTANiiqLUNm1zzIt,https://api.spotify.com/v1/audio-analysis/2Xf4J1VTANiiqLUNm1zzIt,235453,4
259,When I Think Of You,Design Of A Decade 1986/1996,Janet Jackson,24,1u7Gq7euqxcBViG2vJWNnW,False,0.736,0.803,6,-7.246,0,0.039,0.0345,0.0145,0.0863,0.62,116.165,audio_features,1u7Gq7euqxcBViG2vJWNnW,spotify:track:1u7Gq7euqxcBViG2vJWNnW,https://api.spotify.com/v1/tracks/1u7Gq7euqxcBViG2vJWNnW,https://api.spotify.com/v1/audio-analysis/1u7Gq7euqxcBViG2vJWNnW,235267,4
260,You Give Love A Bad Name,Slippery When Wet,Bon Jovi,79,0rmGAIH9LNJewFw7nKzZnc,False,0.541,0.96,0,-2.947,0,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,audio_features,0rmGAIH9LNJewFw7nKzZnc,spotify:track:0rmGAIH9LNJewFw7nKzZnc,https://api.spotify.com/v1/tracks/0rmGAIH9LNJewFw7nKzZnc,https://api.spotify.com/v1/audio-analysis/0rmGAIH9LNJewFw7nKzZnc,222707,4
261,You Give Love A Bad Name,Bon Jovi Greatest Hits - The Ultimate Collection (Deluxe),Bon Jovi,41,6rCHGKyJNcAeN00ivrbpy8,False,0.532,0.962,0,-2.543,0,0.0526,0.0337,2.29e-06,0.367,0.811,122.745,audio_features,6rCHGKyJNcAeN00ivrbpy8,spotify:track:6rCHGKyJNcAeN00ivrbpy8,https://api.spotify.com/v1/tracks/6rCHGKyJNcAeN00ivrbpy8,https://api.spotify.com/v1/audio-analysis/6rCHGKyJNcAeN00ivrbpy8,223147,4
262,You Give Love A Bad Name,Cross Road,Bon Jovi,38,2xP9b0OBMj1B8FzGLxwhMm,False,0.559,0.949,0,-4.341,0,0.0494,0.0847,0.0,0.387,0.824,122.837,audio_features,2xP9b0OBMj1B8FzGLxwhMm,spotify:track:2xP9b0OBMj1B8FzGLxwhMm,https://api.spotify.com/v1/tracks/2xP9b0OBMj1B8FzGLxwhMm,https://api.spotify.com/v1/audio-analysis/2xP9b0OBMj1B8FzGLxwhMm,224307,4
263,You Give Love A Bad Name,Bon Jovi Greatest Hits,Bon Jovi,30,0uyV34pOqGYuNZ92ukXEik,False,0.532,0.965,0,-2.559,0,0.0519,0.0468,0.0,0.359,0.804,122.773,audio_features,0uyV34pOqGYuNZ92ukXEik,spotify:track:0uyV34pOqGYuNZ92ukXEik,https://api.spotify.com/v1/tracks/0uyV34pOqGYuNZ92ukXEik,https://api.spotify.com/v1/audio-analysis/0uyV34pOqGYuNZ92ukXEik,223147,4
264,You Give Love A Bad Name - Live In Zurich/2000,One Wild Night 2001,Bon Jovi,36,3xk2TvEryK35NelT8f3YiB,False,0.525,0.929,11,-4.441,0,0.0508,0.0215,1.21e-06,0.95,0.604,121.288,audio_features,3xk2TvEryK35NelT8f3YiB,spotify:track:3xk2TvEryK35NelT8f3YiB,https://api.spotify.com/v1/tracks/3xk2TvEryK35NelT8f3YiB,https://api.spotify.com/v1/audio-analysis/3xk2TvEryK35NelT8f3YiB,233893,4
265,You Give Love A Bad Name,2021 Mega Hits,Various Artists,23,5K9ehGzdtU5L6coFUlosXa,False,0.532,0.964,0,-2.559,0,0.0519,0.0477,0.0,0.359,0.804,122.778,audio_features,5K9ehGzdtU5L6coFUlosXa,spotify:track:5K9ehGzdtU5L6coFUlosXa,https://api.spotify.com/v1/tracks/5K9ehGzdtU5L6coFUlosXa,https://api.spotify.com/v1/audio-analysis/5K9ehGzdtU5L6coFUlosXa,223147,4
266,This Diamond Ring,This Diamond Ring,Gary Lewis & The Playboys,45,44zDLad2CZrhWg2lg9nfuy,False,0.645,0.649,10,-8.345,0,0.031,0.253,0.0,0.107,0.567,133.652,audio_features,44zDLad2CZrhWg2lg9nfuy,spotify:track:44zDLad2CZrhWg2lg9nfuy,https://api.spotify.com/v1/tracks/44zDLad2CZrhWg2lg9nfuy,https://api.spotify.com/v1/audio-analysis/44zDLad2CZrhWg2lg9nfuy,132400,4
267,This Diamond Ring,The Best Of Gary Lewis And The Playboys,Gary Lewis & The Playboys,34,7n9i7x2fXDmgCsGExP5CrW,False,0.628,0.609,10,-10.635,0,0.0278,0.332,0.0,0.136,0.775,132.596,audio_features,7n9i7x2fXDmgCsGExP5CrW,spotify:track:7n9i7x2fXDmgCsGExP5CrW,https://api.spotify.com/v1/tracks/7n9i7x2fXDmgCsGExP5CrW,https://api.spotify.com/v1/audio-analysis/7n9i7x2fXDmgCsGExP5CrW,136800,4
268,This Diamond Ring,Ten Best,Gary Lewis & The Playboys,22,7krLZsVwanqpFd03FYHptt,False,0.766,0.524,1,-14.392,1,0.0414,0.178,0.0,0.0632,0.682,138.038,audio_features,7krLZsVwanqpFd03FYHptt,spotify:track:7krLZsVwanqpFd03FYHptt,https://api.spotify.com/v1/tracks/7krLZsVwanqpFd03FYHptt,https://api.spotify.com/v1/audio-analysis/7krLZsVwanqpFd03FYHptt,128187,4
269,This Diamond Ring,60's Rock,Various Artists,15,74c7y3e5HJwj0b9H4SVZBp,False,0.565,0.468,8,-16.156,1,0.0367,0.254,0.0,0.0883,0.469,132.428,audio_features,74c7y3e5HJwj0b9H4SVZBp,spotify:track:74c7y3e5HJwj0b9H4SVZBp,https://api.spotify.com/v1/tracks/74c7y3e5HJwj0b9H4SVZBp,https://api.spotify.com/v1/audio-analysis/74c7y3e5HJwj0b9H4SVZBp,128802,4
270,This Diamond Ring,The Legendary Masters Series,Gary Lewis & The Playboys,24,6tLBBoHml6zFgclqwOZrTR,False,0.625,0.608,10,-10.832,0,0.0297,0.356,0.0,0.168,0.686,132.655,audio_features,6tLBBoHml6zFgclqwOZrTR,spotify:track:6tLBBoHml6zFgclqwOZrTR,https://api.spotify.com/v1/tracks/6tLBBoHml6zFgclqwOZrTR,https://api.spotify.com/v1/audio-analysis/6tLBBoHml6zFgclqwOZrTR,134760,4
271,This Diamond Ring - Re-Recorded,One Hit Wonders (Re-Recorded Versions),Various Artists,10,7ddgNZpU6pnbamtmiu2tGA,False,0.751,0.854,10,-5.315,0,0.0349,0.286,0.0,0.252,0.744,138.019,audio_features,7ddgNZpU6pnbamtmiu2tGA,spotify:track:7ddgNZpU6pnbamtmiu2tGA,https://api.spotify.com/v1/tracks/7ddgNZpU6pnbamtmiu2tGA,https://api.spotify.com/v1/audio-analysis/7ddgNZpU6pnbamtmiu2tGA,121733,4
272,This Diamond Ring,The Wrecking Crew,Various Artists,5,1gSzxdRY3MO2aq6W6IjbrA,False,0.623,0.584,10,-11.034,0,0.0298,0.354,0.0,0.115,0.75,132.623,audio_features,1gSzxdRY3MO2aq6W6IjbrA,spotify:track:1gSzxdRY3MO2aq6W6IjbrA,https://api.spotify.com/v1/tracks/1gSzxdRY3MO2aq6W6IjbrA,https://api.spotify.com/v1/audio-analysis/1gSzxdRY3MO2aq6W6IjbrA,138800,4
273,This Diamond Ring - Remastered,This Diamond Ring (Remastered),Gary Lewis & The Playboys,4,0ssx9YLnVoYl9eimVYoUVF,False,0.541,0.537,10,-11.866,0,0.0317,0.129,0.0,0.0387,0.482,136.841,audio_features,0ssx9YLnVoYl9eimVYoUVF,spotify:track:0ssx9YLnVoYl9eimVYoUVF,https://api.spotify.com/v1/tracks/0ssx9YLnVoYl9eimVYoUVF,https://api.spotify.com/v1/audio-analysis/0ssx9YLnVoYl9eimVYoUVF,133359,4
274,Eight Days A Week - Remastered 2009,Beatles For Sale (Remastered),The Beatles,64,1Dg4dFJr3HW7sbA7vPejre,False,0.652,0.583,9,-7.811,1,0.038,0.412,0.0,0.119,0.744,138.134,audio_features,1Dg4dFJr3HW7sbA7vPejre,spotify:track:1Dg4dFJr3HW7sbA7vPejre,https://api.spotify.com/v1/tracks/1Dg4dFJr3HW7sbA7vPejre,https://api.spotify.com/v1/audio-analysis/1Dg4dFJr3HW7sbA7vPejre,163600,4
275,Eight Days A Week - Remastered 2015,1 (Remastered),The Beatles,54,5ylLypaOksxWd75YrGtx2N,False,0.636,0.677,9,-5.605,1,0.0316,0.265,0.0,0.215,0.837,138.707,audio_features,5ylLypaOksxWd75YrGtx2N,spotify:track:5ylLypaOksxWd75YrGtx2N,https://api.spotify.com/v1/tracks/5ylLypaOksxWd75YrGtx2N,https://api.spotify.com/v1/audio-analysis/5ylLypaOksxWd75YrGtx2N,163320,4
276,Eight Days A Week - Remastered 2009,The Beatles 1962 - 1966 (Remastered),The Beatles,37,1kN5RXxIYrSbCgO8ke88rV,False,0.656,0.616,9,-6.909,1,0.0379,0.407,0.0,0.104,0.781,138.655,audio_features,1kN5RXxIYrSbCgO8ke88rV,spotify:track:1kN5RXxIYrSbCgO8ke88rV,https://api.spotify.com/v1/tracks/1kN5RXxIYrSbCgO8ke88rV,https://api.spotify.com/v1/audio-analysis/1kN5RXxIYrSbCgO8ke88rV,164533,4
277,Eight Days A Week - Anthology 1 Version / Complete,Anthology 1,The Beatles,32,1uMIhr3GL5CBKPaOyO39tx,False,0.538,0.795,11,-5.058,0,0.03,0.0941,0.0,0.0886,0.662,135.868,audio_features,1uMIhr3GL5CBKPaOyO39tx,spotify:track:1uMIhr3GL5CBKPaOyO39tx,https://api.spotify.com/v1/tracks/1uMIhr3GL5CBKPaOyO39tx,https://api.spotify.com/v1/audio-analysis/1uMIhr3GL5CBKPaOyO39tx,167600,4
278,Eight Days A Week - Anthology 1 Version / False Starts,Anthology 1,The Beatles,25,1U0jNeAndM18sq9Cv7vA1z,False,0.581,0.303,6,-9.852,0,0.0511,0.449,0.0,0.447,0.503,134.227,audio_features,1U0jNeAndM18sq9Cv7vA1z,spotify:track:1U0jNeAndM18sq9Cv7vA1z,https://api.spotify.com/v1/tracks/1U0jNeAndM18sq9Cv7vA1z,https://api.spotify.com/v1/audio-analysis/1U0jNeAndM18sq9Cv7vA1z,85107,4
279,Eight Days A Week - Remastered 2015,The Beatles - New Year's Workout,The Beatles,15,1BDyXgAoGr8nwJyvLo8l0m,False,0.635,0.677,9,-5.605,1,0.0316,0.265,0.0,0.215,0.837,138.702,audio_features,1BDyXgAoGr8nwJyvLo8l0m,spotify:track:1BDyXgAoGr8nwJyvLo8l0m,https://api.spotify.com/v1/tracks/1BDyXgAoGr8nwJyvLo8l0m,https://api.spotify.com/v1/audio-analysis/1BDyXgAoGr8nwJyvLo8l0m,163320,4
280,Stop! In The Name Of Love - Single Version,More Hits By The Supremes,The Supremes,62,52FlwUMMDnTK8TGkCag9Jd,False,0.612,0.444,0,-12.752,1,0.0293,0.531,0.0,0.126,0.503,114.961,audio_features,52FlwUMMDnTK8TGkCag9Jd,spotify:track:52FlwUMMDnTK8TGkCag9Jd,https://api.spotify.com/v1/tracks/52FlwUMMDnTK8TGkCag9Jd,https://api.spotify.com/v1/audio-analysis/52FlwUMMDnTK8TGkCag9Jd,172907,4
281,Stop! In The Name Of Love,Golden Oldies,Various Artists,26,76chV8XdUB0J6AeSOP9i3q,False,0.562,0.605,0,-6.653,1,0.0286,0.544,1.57e-06,0.0757,0.515,115.434,audio_features,76chV8XdUB0J6AeSOP9i3q,spotify:track:76chV8XdUB0J6AeSOP9i3q,https://api.spotify.com/v1/tracks/76chV8XdUB0J6AeSOP9i3q,https://api.spotify.com/v1/audio-analysis/76chV8XdUB0J6AeSOP9i3q,174173,4
282,Stop! In The Name Of Love,The Definitive Collection,Diana Ross & The Supremes,23,5lV7wTp2hRL2RsTAqL82tn,False,0.605,0.621,0,-5.976,1,0.0287,0.788,0.0,0.122,0.54,115.928,audio_features,5lV7wTp2hRL2RsTAqL82tn,spotify:track:5lV7wTp2hRL2RsTAqL82tn,https://api.spotify.com/v1/tracks/5lV7wTp2hRL2RsTAqL82tn,https://api.spotify.com/v1/audio-analysis/5lV7wTp2hRL2RsTAqL82tn,172667,4
283,Stop! In The Name Of Love,The Ultimate Collection: Diana Ross & The Supremes,Diana Ross & The Supremes,20,3Fcfz431yvikJIIIvulEre,False,0.651,0.751,0,-1.107,1,0.0303,0.638,0.0,0.127,0.534,114.924,audio_features,3Fcfz431yvikJIIIvulEre,spotify:track:3Fcfz431yvikJIIIvulEre,https://api.spotify.com/v1/tracks/3Fcfz431yvikJIIIvulEre,https://api.spotify.com/v1/audio-analysis/3Fcfz431yvikJIIIvulEre,173227,4
