,song,album,artist,popularity,track_id,track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,num_samples,duration,end_of_fade_in,start_of_fade_out,tempo_confidence,time_signature_confidence,key_confidence,mode_confidence,genres,year,decade
284,good vibrations,The Smile Sessions,the beach boys,27,234OatJElN7VHiznWuEuAx,0,0.414,0.528,1,-7.733,1,0.0343,0.0495,0.00026,0.117,0.335,74.627,255400,4,5631570,255.4,0.0,240.70386,0.068,0.581,0.304,0.464,"['baroque pop', 'brill building pop', 'classic rock', 'psychedelic rock', 'rock', 'sunshine pop']",1966,1960
285,good vibrations  mono version,Endless Summer,the beach boys,23,0FJYVGnkXPy1k0HfAGQPC8,0,0.479,0.379,10,-11.092,1,0.0305,0.426,3.53e-05,0.117,0.428,76.029,216507,4,4773972,216.50667,0.39596,210.78494,0.039,0.404,0.37,0.364,"['baroque pop', 'brill building pop', 'classic rock', 'psychedelic rock', 'rock', 'sunshine pop']",1966,1960
286,kind of a drag,The Hit Singles Collection,the buckinghams,41,3RnsnfrquBAy6kIejQzc2C,0,0.271,0.783,7,-7.996,1,0.0457,0.857,0.00965,0.285,0.533,138.836,126520,4,2789766,126.52,0.23719,117.4117,0.798,1.0,0.403,0.572,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'folk rock', 'merseybeat']",1967,1960
287,kind of a drag,Kind of a Drag (Expanded Edition),the buckinghams,25,65wUTKQhWvfCoGvayiJ4du,0,0.298,0.634,7,-9.309,1,0.0407,0.799,1.51e-05,0.299,0.381,138.693,127160,4,2803878,127.16,0.22054,120.84825,0.586,1.0,0.406,0.561,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'folk rock', 'merseybeat']",1967,1960
288,kind of a drag,"Mercy, Mercy, Mercy (A Collection)",the buckinghams,16,0eo6DbG3X03HPltJwpdvSu,0,0.304,0.58,7,-11.901,1,0.0417,0.779,1.51e-05,0.252,0.404,138.339,127093,4,2802408,127.09333,0.18576,120.83664,0.77,1.0,0.421,0.555,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'folk rock', 'merseybeat']",1967,1960
289,kind of a drag,Kind of a Drag,the buckinghams,4,2CLZ3fQKv00T6TwSuB2309,0,0.294,0.6,7,-9.358,1,0.0392,0.797,6.6e-06,0.323,0.467,138.582,129893,4,2864148,129.89333,0.22059,120.85406,0.736,1.0,0.352,0.51,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'folk rock', 'merseybeat']",1967,1960
290,ruby tuesday,Between The Buttons,the rolling stones,61,4hupcimlg3UBbW1kAQ6vrT,0,0.524,0.553,0,-10.767,1,0.0292,0.831,0.0,0.174,0.517,104.578,196493,4,4332678,196.49333,0.0,190.18884,0.194,0.66,0.701,0.488,"['british invasion', 'classic rock', 'rock']",1967,1960
291,ruby tuesday,Hot Rocks (1964-1971),the rolling stones,43,2EV1QIypzlJcynYfZZZaJ5,0,0.506,0.552,0,-10.814,1,0.0295,0.819,1.85e-06,0.183,0.492,104.513,196773,4,4338852,196.77333,0.31451,190.22948,0.3,0.629,0.707,0.511,"['british invasion', 'classic rock', 'rock']",1967,1960
292,ruby tuesday,Flowers,the rolling stones,37,10IdU8PgujnWOe33sWQipV,0,0.523,0.56,0,-10.781,1,0.0286,0.823,1.89e-06,0.204,0.504,104.582,196813,4,4339734,196.81332,0.48168,190.39783,0.068,0.62,0.693,0.5,"['british invasion', 'classic rock', 'rock']",1967,1960
293,ruby tuesday  original single mono version,Singles 1965-1967,the rolling stones,30,4wCvcDwIzWIZ34UUhuszJ7,0,0.555,0.661,8,-9.097,1,0.0369,0.771,1.06e-05,0.307,0.346,106.121,193360,4,4263588,193.36,0.17814,187.72173,0.47,0.694,0.188,0.423,"['british invasion', 'classic rock', 'rock']",1967,1960
294,ruby tuesday,"Through The Past, Darkly (Big Hits Vol. 2)",the rolling stones,26,2vdv724FGQhaBMxJGYk5zO,0,0.54,0.474,0,-10.892,1,0.0348,0.834,1.57e-06,0.144,0.356,105.72,193547,4,4267704,193.54668,0.29615,188.44736,0.291,0.699,0.733,0.642,"['british invasion', 'classic rock', 'rock']",1967,1960
295,ruby tuesday  live,Steel Wheels Live,the rolling stones,29,1my92Wv8c2WWZCj8XzcMKm,0,0.359,0.875,0,-5.184,1,0.0474,0.659,1.19e-05,0.961,0.526,108.143,227747,4,5021814,227.74667,0.0,227.74667,0.55,0.944,0.464,0.525,"['british invasion', 'classic rock', 'rock']",1967,1960
296,ruby tuesday,The Rolling Stones Singles Collection: The London Years,the rolling stones,21,57MOUPaDWkIaNtfanjRWpf,0,0.56,0.663,8,-9.063,1,0.0355,0.732,2.97e-05,0.287,0.39,106.103,193107,4,4258002,193.10667,0.10562,187.64626,0.524,0.725,0.212,0.423,"['british invasion', 'classic rock', 'rock']",1967,1960
297,ruby tuesday  live  remastered 2009,Flashpoint,the rolling stones,31,4pODICyT0skWqpXC2FrJ9o,0,0.446,0.878,0,-4.238,1,0.0469,0.704,0.00153,0.99,0.435,107.843,213467,4,4706940,213.46667,0.0,213.46666,0.667,0.963,0.62,0.638,"['british invasion', 'classic rock', 'rock']",1967,1960
298,penny lane  remastered 2009,Magical Mystery Tour (Remastered),the beatles,64,1h04XMpzGzmAudoI6VHBgA,0,0.651,0.488,9,-8.22,1,0.0316,0.212,0.026,0.136,0.49,113.038,180893,4,3988698,180.89333,0.36009,176.42522,0.643,0.971,0.281,0.581,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1967,1960
299,penny lane  remastered 2015,1 (Remastered),the beatles,54,7afyyi8zn4FzWbcJ70F56V,0,0.679,0.592,9,-5.963,1,0.0402,0.0964,0.0138,0.16,0.55,113.265,180520,4,3980466,180.52,0.0,175.84473,0.671,1.0,0.103,0.367,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1967,1960
300,penny lane,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),the beatles,52,1sjmKmR4u9xDeJHjDCn2bZ,0,0.633,0.385,9,-9.967,1,0.0358,0.411,8.72e-05,0.095,0.647,113.956,182053,4,4014276,182.05333,0.18576,174.5444,0.584,0.977,0.272,0.663,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1967,1960
301,penny lane  stereo mix 2017,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),the beatles,42,7k1gXoiBTddulMBVlKuJIs,0,0.617,0.577,9,-5.71,1,0.0388,0.0644,0.00157,0.106,0.627,112.921,180693,4,3984288,180.69333,0.15125,175.89116,0.648,0.909,0.395,0.582,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1967,1960
302,penny lane  stereo mix 2017,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),the beatles,45,57YeN4L1zAYvnIlLwL3hp6,0,0.624,0.536,9,-7.617,1,0.042,0.0369,0.0028,0.108,0.641,112.931,179147,4,3950184,179.14667,0.0,175.74603,0.765,0.906,0.179,0.432,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1967,1960
303,penny lane  remastered 2009,The Beatles 1967 - 1970 (Remastered),the beatles,40,5dfvhl9mJqgMVLNm3LAMnG,0,0.649,0.456,11,-8.998,1,0.0309,0.219,0.0235,0.134,0.503,113.069,181600,4,4004280,181.6,0.35356,176.42522,0.706,0.97,0.334,0.205,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1967,1960
304,penny lane  alternate mix  anthology 2 version,Anthology 2,the beatles,29,1KlP1Nct3GYNJsDbdmTASb,0,0.591,0.548,6,-7.831,0,0.0326,0.175,0.000181,0.454,0.572,112.813,192680,4,4248594,192.68,0.34259,188.60408,0.633,0.971,0.409,0.427,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1967,1960
305,penny lane  take 6  instrumental,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),the beatles,27,2ac3duEVpfrlgx4FGoPvxA,0,0.901,0.548,0,-6.808,1,0.0996,0.667,0.837,0.161,0.135,120.775,175547,3,3870804,175.54668,0.13401,172.46622,0.599,0.169,0.875,0.456,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1967,1960
306,penny lane  take 6  instrumental,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),the beatles,25,4A8PQVuWGPWc8qp33aJX2U,0,0.897,0.516,0,-8.867,1,0.0883,0.69,0.737,0.125,0.144,120.735,176707,3,3896382,176.70667,0.10544,172.41977,0.743,0.213,0.867,0.516,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1967,1960
307,penny lane  vocal overdubs and speech,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),the beatles,24,5H7u0LYDbDeYFp9ZAAP8Di,0,0.879,0.143,7,-19.917,1,0.261,0.7,0.00184,0.452,0.393,113.267,107093,4,2361408,107.09333,3.13469,103.47973,0.158,1.0,0.378,0.281,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1967,1960
308,happy together,Happy Together,the turtles,73,1JO1xLtVc8mWhIoE3YaCL0,0,0.584,0.367,6,-9.638,0,0.0328,0.55,1.38e-05,0.0818,0.588,120.175,176293,4,3887268,176.29333,0.49755,168.6059,0.771,0.854,0.479,0.523,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock']",1967,1960
309,happy together  remastered,All the Singles,the turtles,43,2admbUc576sC6M0QeUkg2C,0,0.615,0.459,6,-8.44,1,0.036,0.686,0.0517,0.251,0.653,118.661,174490,4,3847500,174.4898,0.0,170.08035,0.768,0.58,0.693,0.323,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock']",1967,1960
310,happy together,Save the Turtles: the Turtles Greatest Hits,the turtles,29,1ZBY8XeuUKm2uAnFY9zYqq,0,0.606,0.422,6,-6.982,0,0.0327,0.641,0.000682,0.0775,0.646,120.465,174587,4,3849636,174.58667,0.40744,168.30984,0.884,0.85,0.387,0.458,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock']",1967,1960
311,the happening,Gold,the supremes,44,2SusUbsUQnw8OJDq56ZMbE,0,0.344,0.745,8,-6.901,1,0.0333,0.197,0.0,0.628,0.832,172.124,169867,4,3745560,169.86667,0.21501,156.87982,0.601,1.0,0.566,0.459,"['brill building pop', 'classic girl group', 'disco', 'funk', 'motown', 'quiet storm', 'soul']",1967,1960
312,groovin,Groovin' (Mono),the young rascals,59,3c2kMiSB86tVq1J4oULmvL,0,0.605,0.455,5,-8.903,0,0.0301,0.595,0.0,0.0816,0.678,106.825,151289,4,3335925,151.28912,0.1634,141.3979,0.463,0.771,0.722,0.687,"['brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'merseybeat', 'motown', 'psychedelic rock', 'rock-and-roll']",1967,1960
313,respect,I Never Loved a Man the Way I Love You,aretha franklin,73,7s25THrKz86DM225dOYwnr,0,0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95,147600,4,3254580,147.6,0.50735,136.1502,0.613,1.0,0.669,0.664,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",1967,1960
314,respect,Queen of Soul - The Best of Aretha Franklin,aretha franklin,40,1LI7vkkJ5EKLl6MpZBWZF2,0,0.821,0.496,0,-8.4,1,0.0462,0.479,2.3e-05,0.328,0.955,114.605,147227,4,3246348,147.22667,1.24726,139.58095,0.362,1.0,0.598,0.628,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",1967,1960
315,windy  remastered version,Insight Out,the association,48,1lHiKWnlJtjzA4vHnjAr39,0,0.676,0.681,5,-9.223,1,0.0292,0.363,0.191,0.0967,0.901,132.953,176600,4,3894030,176.6,0.359,162.22621,0.803,0.728,0.924,0.596,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'soft rock', 'sunshine pop']",1967,1960
316,windy,Just The Right Sound: The Association Anthology [Digital Version],the association,40,6RUpOheT93fUdI508K5w6U,0,0.677,0.722,5,-7.767,1,0.0295,0.357,0.148,0.105,0.898,132.996,174600,4,3849930,174.6,0.378,162.15656,0.86,0.769,0.936,0.659,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'soft rock', 'sunshine pop']",1967,1960
317,light my fire,The Doors,the doors,71,5uvosCdMlFdTXhoazkTI5R,0,0.413,0.725,3,-5.787,0,0.0324,0.369,2.16e-05,0.0905,0.44,124.618,429760,4,9476208,429.76,0.21723,422.08072,0.387,1.0,0.583,0.588,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']",1967,1960
318,light my fire  mono,Light My Fire / Crystal Ship,the doors,41,7aghcqWLL9hGMIb0VFdbyD,0,0.482,0.631,7,-10.406,1,0.0358,0.248,4.83e-05,0.11,0.725,129.595,173600,4,3827880,173.6,0.50726,166.8586,0.402,0.983,0.44,0.549,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']",1967,1960
319,light my fire  2017 remaster,The Doors (50th Anniversary Deluxe Edition),the doors,38,6l8BhUGXyQWFGWJY5tohDC,0,0.407,0.565,3,-11.487,0,0.0322,0.361,0.000142,0.105,0.502,125.096,430453,4,9491496,430.45334,0.24023,420.6527,0.395,1.0,0.64,0.624,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']",1967,1960
320,light my fire  new stereo mix,The Very Best of the Doors,the doors,38,6tGlPE4QClYVNdaRFxV6Iy,0,0.462,0.629,4,-11.963,0,0.0294,0.149,0.000194,0.202,0.675,131.062,418387,4,9225426,418.38666,0.45873,405.4146,0.33,1.0,0.614,0.433,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']",1967,1960
321,all you need is love  remastered 2009,Magical Mystery Tour (Remastered),the beatles,65,68BTFws92cRztMS1oQ7Ewj,0,0.4,0.48,7,-7.768,1,0.0295,0.346,3.1e-05,0.155,0.653,103.436,230387,4,5080026,230.38667,0.37732,214.87746,0.478,0.96,0.675,0.638,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1967,1960
322,all you need is love  remastered 2015,1 (Remastered),the beatles,56,6KqiVlOLfDzJViJVAPym1p,0,0.397,0.625,7,-5.829,1,0.0347,0.437,5.47e-06,0.263,0.676,104.54,227760,4,5022108,227.76,0.0,207.65605,0.317,0.894,0.745,0.655,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1967,1960
323,all you need is love,Yellow Submarine Songtrack,the beatles,51,5zqJlEJcn0EfnvAScH8swK,0,0.364,0.483,7,-8.22,1,0.0317,0.281,1.53e-06,0.113,0.7,102.967,226667,4,4998000,226.66667,0.06925,211.77179,0.477,0.841,0.635,0.659,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1967,1960
324,all you need is love  remastered 2009,Yellow Submarine (Remastered),the beatles,41,2Z8cY4QpZTFUZxCQCpvNe1,0,0.4,0.463,7,-8.455,1,0.0288,0.345,4.59e-05,0.286,0.627,103.103,231213,4,5098254,231.21333,0.34395,214.82523,0.471,0.963,0.674,0.641,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1967,1960
325,all you need is love,Love,the beatles,41,3oGGipilQmZTol8qFTR6u1,0,0.372,0.532,7,-7.968,1,0.0314,0.232,0.0,0.0951,0.727,102.627,220045,4,4851999,220.0453,0.33147,213.65842,0.523,0.956,0.608,0.65,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1967,1960
326,all you need is love  remastered 2009,The Beatles 1967 - 1970 (Remastered),the beatles,38,6tzFM08UuwxhuftjfUqaQA,0,0.389,0.436,7,-9.7,1,0.0295,0.343,3.2e-05,0.258,0.692,100.371,228653,4,5041806,228.65334,0.34263,214.84264,0.278,0.94,0.637,0.632,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1967,1960
327,the letter,The Letter/Neon Rainbow,the box tops,63,6RJK553YhstRzyKA4mug09,0,0.638,0.428,9,-12.156,0,0.0687,0.252,0.0,0.132,0.901,139.434,112800,4,2487240,112.8,0.35424,107.96118,0.324,0.848,0.507,0.616,"['brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat']",1967,1960
328,to sir with love,Greatest Hits,lulu,40,5ox7YOS0Tovw2OIp1T4Ste,0,0.509,0.476,4,-8.251,1,0.0238,0.0819,2.54e-05,0.0989,0.438,98.235,163107,4,3596502,163.10667,0.27302,158.06984,0.499,0.668,0.405,0.479,"['brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll']",1967,1960
329,to sir with love  2002 remastered version,Most Of Lulu / Lulu's Album,lulu,15,61QYBPXTP6VofjdINPEzmn,0,0.558,0.343,4,-11.432,1,0.0275,0.291,0.0,0.134,0.284,97.592,167027,4,3682938,167.02667,0.21029,159.21342,0.342,0.68,0.0,0.267,"['brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll']",1967,1960
330,daydream believer,"The Birds, The Bees, & The Monkees",the monkees,68,7uEcCGtM1FBBGIhPozhJjv,0,0.51,0.488,7,-10.304,1,0.0304,0.256,0.0,0.11,0.649,125.683,179613,4,3960474,179.61333,0.09887,164.6469,0.471,1.0,0.636,0.621,"['beatlesque', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock', 'sunshine pop']",1967,1960
331,daydream believer,The Best of The Monkees,the monkees,41,1LTgbCS6YUFi5ge1ctZZc0,0,0.51,0.488,7,-10.304,1,0.0304,0.256,0.0,0.11,0.649,125.683,179613,4,3960474,179.61333,0.09887,164.6469,0.471,1.0,0.636,0.621,"['beatlesque', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock', 'sunshine pop']",1967,1960
332,daydream believer  2010 remaster,The Monkees 50,the monkees,28,4CNYjUXykqF9VdnwM7SPNR,0,0.532,0.593,7,-7.254,1,0.031,0.575,0.000111,0.117,0.73,125.704,180747,4,3985464,180.74667,0.24449,164.71655,0.676,0.883,0.647,0.599,"['beatlesque', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock', 'sunshine pop']",1967,1960
333,daydream believer,Forever,the monkees,24,2egjT9FWueHhHI6OFZRh8C,0,0.51,0.488,7,-10.304,1,0.0304,0.256,0.0,0.11,0.649,125.683,179613,4,3960474,179.61333,0.09887,164.6469,0.471,1.0,0.636,0.621,"['beatlesque', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock', 'sunshine pop']",1967,1960
334,daydream believer  live,The Monkees Live - The Mike & Micky Show,the monkees,15,3uJCVjEksj1JXyJgqL3SxT,0,0.415,0.668,7,-6.994,1,0.0411,0.108,0.000414,0.858,0.405,117.693,216507,4,4773972,216.50667,0.0,216.50667,0.506,0.99,0.693,0.746,"['beatlesque', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock', 'sunshine pop']",1967,1960
335,daydream believer,Music Box (The Monkees),the monkees,11,0pSKGTCkvVzrQ5koBlVXdF,0,0.51,0.488,7,-10.304,1,0.0304,0.256,0.0,0.11,0.649,125.683,179613,4,3960474,179.61333,0.09887,164.6469,0.471,1.0,0.636,0.621,"['beatlesque', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock', 'sunshine pop']",1967,1960
336,"hello, goodbye  remastered 2009",Magical Mystery Tour (Remastered),the beatles,63,0vZ97gHhemKm6c64hTfJNA,0,0.479,0.733,0,-8.753,1,0.0256,0.306,2.4e-05,0.414,0.806,99.307,208840,4,4604922,208.84,0.33805,198.98921,0.728,0.979,0.653,0.531,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1967,1960
337,"hello, goodbye  remastered 2015",1 (Remastered),the beatles,53,0hqjsgWRfMBf2s8xsvRq1M,0,0.498,0.806,0,-5.284,1,0.0265,0.402,5.74e-06,0.525,0.664,99.396,207787,4,4581696,207.78667,0.0,198.6293,0.621,0.96,0.659,0.616,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1967,1960
338,"hello, goodbye  remastered 2009",The Beatles 1967 - 1970 (Remastered),the beatles,39,2IWBUE3nED9Apuqhdov9O6,0,0.475,0.693,0,-9.905,1,0.0252,0.302,2.86e-05,0.148,0.827,99.313,209893,4,4628148,209.89333,0.33723,198.9834,0.738,0.979,0.656,0.535,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",1967,1960
339,green tambourine,Green Tambourine,the lemon pipers,44,240FNg8tSGXr9OGswVMuO6,0,0.509,0.627,7,-7.392,1,0.0284,0.321,0.00254,0.24,0.423,111.006,146427,4,3228708,146.42667,0.35424,134.42612,0.699,0.574,1.0,0.84,"['bubblegum pop', 'classic garage rock', 'freakbeat', 'psychedelic rock']",1968,1960
340,green tambourine,The Best of the Lemon Pipers,the lemon pipers,43,70jnaGaj1rtpyABfUURpvr,0,0.503,0.614,7,-7.814,1,0.0283,0.123,0.023,0.17,0.313,111.148,147000,4,3241350,147.0,0.97379,135.02985,0.766,0.596,0.093,0.449,"['bubblegum pop', 'classic garage rock', 'freakbeat', 'psychedelic rock']",1968,1960
341,green tambourine,Best of the Lemon Pipers,the lemon pipers,0,7dduUTtboi5sADiF1VvEsJ,0,0.55,0.518,7,-11.445,1,0.026,0.311,0.00025,0.131,0.328,110.747,146960,4,3240468,146.96,0.99175,130.41489,0.428,0.591,1.0,0.792,"['bubblegum pop', 'classic garage rock', 'freakbeat', 'psychedelic rock']",1968,1960
342,love is blue,Paul Mauriat. Grandes Exitos,paul mauriat,50,0tS7Mli5NtOcpeCqC25GWd,0,0.482,0.499,7,-10.549,1,0.0268,0.164,0.899,0.151,0.281,104.361,156520,4,3451264,156.51991,0.27311,148.10847,0.625,1.0,0.418,0.64,"['adult standards', 'easy listening']",1968,1960
343,mrs. robinson  from the graduate soundtrack,Bookends,simon & garfunkel,74,0iOZM63lendWRTTeKhZBSC,0,0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,244027,4,5380788,244.02667,0.16866,222.62712,0.708,0.98,0.55,0.541,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock']",1968,1960
344,mrs. robinson  single mix,Greatest Hits,simon & garfunkel,37,0gFvkiT2afIcJwNxXQ7W51,0,0.602,0.456,6,-13.784,0,0.0489,0.721,2e-05,0.103,0.787,91.995,234347,4,5167344,234.34666,0.27043,220.68825,0.72,0.98,0.582,0.556,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock']",1968,1960
345,"mrs. robinson  live at central park, new york, ny  september 19, 1981",The Concert in Central Park (Live),simon & garfunkel,39,7H6Js93n0e96ljRB5orHmZ,0,0.514,0.792,11,-15.082,1,0.151,0.363,8.71e-06,0.991,0.358,102.676,243507,4,5369322,243.50667,4.12735,240.64,0.476,0.92,0.623,0.543,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock']",1968,1960
346,mrs. robinson  version 2,The Graduate,simon & garfunkel,33,0Z8bVp8wkMa9OfL3buCdwC,0,0.557,0.308,0,-14.709,1,0.0492,0.738,0.000117,0.11,0.812,94.404,71013,4,1565844,71.01333,0.0,62.23528,0.501,0.0,0.081,0.516,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock']",1968,1960
